Gender,Age,Married,Number_of_Dependents,City,avg_age,avg_monthly_charge,avg_total_charge
Female,79,Yes,0,Friant,79.0000,25.7,734.6
Male,69,No,0,Concord,69.0000,69.75,69.75
Female,36,Yes,0,"Butte City",36.0000,54.7,235.05
Female,24,No,0,"La Grange",24.0000,20.75,844.45
Male,46,No,0,Lakeport,46.0000,69.9,69.9
Male,38,No,0,"San Francisco",38.0000,56.4,234.85
Female,52,No,0,"Oak View",52.0000,20.45,775.6
Male,42,No,0,Burbank,42.0000,19.95,257
Male,33,Yes,1,Glendale,33.0000,24.95,1261.45
Female,70,No,0,Moorpark,70.0000,69.85,69.85
Male,49,No,0,"Santa Rosa",49.0000,45.3,45.3
Female,67,Yes,1,Copperopolis,67.0000,104.9,6891.45
Male,61,No,3,Bloomington,61.0000,24.8,223.9
Female,78,Yes,0,"Hermosa Beach",78.0000,79.2,172.85
Male,21,Yes,0,"San Andreas",21.0000,19.65,19.65
Female,80,No,0,Thermal,80.0000,75.3,75.3
Female,76,No,0,Escondido,76.0000,96.15,1529.2
Male,47,Yes,3,Madeline,47.0000,80.65,2209.75
Male,58,No,0,Porterville,58.0000,20.3,1131.5
Male,70,Yes,0,Richmond,70.0000,94.6,279.55
Male,52,Yes,0,Winters,52.0000,105.7,7472.15
Female,63,Yes,0,"Canoga Park",63.0000,85.35,754.65
Female,67,Yes,0,"San Diego",67.0000,101.3,2812.2
Female,33,Yes,0,Encinitas,33.0000,75.15,216.75
Female,25,No,0,"Santa Rosa",25.0000,84.3,1855.65
Male,36,No,0,"Los Alamos",36.0000,-10,7049.75
Male,21,No,0,Buellton,21.0000,89.15,4245.55
Female,20,Yes,2,"South Gate",20.0000,99.25,5846.65
Male,19,Yes,2,"San Diego",19.0000,54.05,2375.2
Male,41,Yes,0,Alhambra,41.0000,70,70
Male,51,No,0,Bayside,51.0000,100.75,2095
Female,44,Yes,0,Lompoc,44.0000,24.45,482.8
Female,62,Yes,1,Gardena,62.0000,54.65,482.25
Female,60,Yes,3,Boonville,60.0000,83.15,2033.05
Female,48,No,0,"Squaw Valley",48.0000,85.45,85.45
Female,39,No,0,"Myers Flat",39.0000,25.45,1866.45
Female,73,No,0,Oakland,73.0000,82.525,725.3
Male,48,Yes,2,Ventura,48.0000,69.95,143.9
Male,60,No,0,"Los Angeles",60.0000,49.5,312.7
Female,58,No,0,Independence,58.0000,19.3,228.75
Female,61,No,0,"Thousand Palms",61.0000,69.85,515.45
Male,77,Yes,0,Montebello,77.0000,25,1802.55
Female,23,Yes,0,Rosamond,23.0000,78.15,765.15
Female,77,No,0,Hemet,77.0000,94.1,1782.4
Female,44,No,0,"Suisun City",44.0000,84.35,1302.65
Female,56,No,0,Wilseyville,56.0000,64.9,3795.45
Male,30,No,3,"Desert Center",30.0000,19.4,374.5
Female,25,Yes,0,"Lemon Grove",25.0000,53.1,2459.8
Male,47,No,0,"Santa Maria",47.0000,19.95,68.2
Female,53,Yes,1,"Duncans Mills",53.0000,25.4,949.8
Female,19,No,0,"Santa Cruz",19.0000,20.95,20.95
Female,43,No,0,"Citrus Heights",43.0000,19.5,178.85
Female,50,No,0,Chatsworth,50.0000,89.1,1879.25
Female,44,No,1,"Big Bear Lake",44.0000,20.1,644.5
Male,46,No,0,Riverside,46.0000,84.1,1737.45
Female,76,No,0,Bloomington,76.0000,101.55,5070.4
Female,51,No,3,"El Segundo",51.0000,64.5,177.4
Female,51,No,0,Reedley,51.0000,106.35,4849.1
Male,28,No,1,"Walnut Creek",28.0000,52.1,670.65
Female,23,No,0,Auberry,23.0000,40.35,1187.05
Female,29,Yes,0,"Oregon House",29.0000,84.3,4916.4
Female,60,Yes,0,"Mc Farland",60.0000,19.85,1039.45
Female,69,No,0,Delano,69.0000,89.5,161.5
Female,71,Yes,0,"Santa Ysabel",71.0000,105.9,6401.25
Male,27,Yes,1,Alturas,27.0000,19.7,130.25
Male,76,No,0,"Clipper Mills",76.0000,95.1,180.25
Male,34,No,0,Alderpoint,34.0000,99,5038.15
Male,68,Yes,0,Davenport,68.0000,36.5,1032
Female,61,No,0,"San Diego",61.0000,88.25,752.375
Female,48,No,0,Kernville,48.0000,24.25,96.05
Male,60,No,0,Lakeport,60.0000,81.15,2640.55
Male,45,No,0,"San Leandro",45.0000,46,492.1
Female,53,Yes,0,"San Diego",53.0000,83.125,1709.5500000000002
Female,69,No,0,Vacaville,69.0000,49.85,865.75
Female,45,Yes,3,Danville,45.0000,86.1,2723.75
Female,37,No,0,"Sutter Creek",37.0000,75.75,777.3
Male,66,No,0,Coalinga,66.0000,96.2,4718.25
Male,29,No,0,Greenbrae,29.0000,19.85,1253.65
Male,48,Yes,0,Victorville,48.0000,48.15,2032.3
Male,65,Yes,0,"La Canada Flintridge",65.0000,98.35,6929.4
Female,21,No,0,Montebello,21.0000,89.55,2259.35
Male,22,No,0,Bakersfield,22.0000,25.1,1725
Female,57,Yes,1,"Hacienda Heights",57.0000,106.1,7657.4
Female,55,No,0,Larkspur,55.0000,39.5,210.75
Female,72,Yes,0,Fowler,72.0000,75.65,5411.4
Female,79,Yes,0,Nicasio,79.0000,100.65,5189.75
Female,19,No,0,Delhi,19.0000,60.15,60.15
Male,34,No,0,Torrance,34.0000,40.4,77.15
Male,30,Yes,0,Ahwahnee,30.0000,73.35,5154.5
Female,19,Yes,0,Rocklin,19.0000,104.1,7412.25
Female,21,No,0,"Twin Bridges",21.0000,82.45,5646.6
Male,59,Yes,1,Encino,59.0000,-2,4013.8
Female,41,Yes,0,"Lake Hughes",41.0000,90.35,6563.4
Female,54,Yes,0,Novato,54.0000,83.6,404.2
Female,35,No,0,Bellflower,35.0000,20.35,77.5
Male,59,Yes,3,"San Diego",59.0000,20,288.05
Female,32,No,0,Nicolaus,32.0000,45.4,45.4
Male,75,No,0,Escondido,75.0000,90.7,2845.15
Male,29,No,0,"National City",29.0000,99.65,4220.35
Male,31,Yes,3,Riverside,31.0000,103.15,6895.5
Male,50,No,0,Hood,50.0000,61.75,3815.525
Female,56,Yes,3,Davis,56.0000,70.1,3238.4
Male,31,No,0,Waterford,31.0000,-5,45.05
Female,75,Yes,3,Julian,75.0000,35.9,973.65
Female,41,No,2,"Beverly Hills",41.0000,94.4,857.25
Male,79,No,0,"Valley Center",79.0000,24.65,1766.75
Female,24,Yes,0,"El Centro",24.0000,35.4,978.6
Female,45,No,1,"Laguna Niguel",45.0000,24,24
Female,68,Yes,0,Fallbrook,68.0000,82.9,880.05
Male,28,No,0,Redcrest,28.0000,50.55,610.75
Male,34,Yes,0,Topaz,34.0000,82.55,5832.65
Female,34,Yes,0,Fresno,34.0000,19.6,93.45
Male,79,No,0,"Yuba City",79.0000,54.55,494.05
Male,61,Yes,2,Norwalk,61.0000,69.7,3729.6
Female,37,Yes,0,Cassel,37.0000,93.4,5435.6
Female,40,Yes,0,"San Mateo",40.0000,80.85,808.5
Female,36,No,0,Whittier,36.0000,91.65,3954.1
Male,46,No,0,Mcarthur,46.0000,79.85,152.45
Female,53,No,0,"Santa Barbara",53.0000,20.15,68.45
Female,56,Yes,0,Surfside,56.0000,99.05,6416.7
Female,29,No,2,Winton,29.0000,104.15,1299.1
Male,29,Yes,0,"Penn Valley",29.0000,55.35,2633.95
Female,44,Yes,0,Cutler,44.0000,19.85,146.6
Male,64,Yes,2,"Van Nuys",64.0000,90.8,6397.6
Female,22,Yes,0,Sacramento,22.0000,80.85,302.75
Male,50,No,0,"June Lake",50.0000,19.7,1253.8
Female,73,No,0,Willows,73.0000,33.45,1500.25
Male,79,Yes,0,Camarillo,79.0000,104.45,5481.25
Female,25,No,0,"Goodyears Bar",25.0000,118.6,7365.7
Male,23,No,0,Hemet,23.0000,79.45,5502.55
Male,62,Yes,3,"Los Angeles",62.0000,97.55,6669.05
Male,43,No,0,Berkeley,43.0000,25.55,1898.1
Male,58,No,0,Sacramento,58.0000,106.5,7348.8
Male,37,Yes,1,"Soda Springs",37.0000,81,3846.35
Female,57,No,0,"Aliso Viejo",57.0000,59.9,1654.7
Female,55,No,0,"Santa Ana",55.0000,64.9,697.25
Male,73,Yes,0,Riverside,73.0000,64.05,3902.6
Female,20,No,0,Orange,20.0000,35.2,108.95
Male,55,No,0,"Pleasant Grove",55.0000,78.95,494.95
Male,57,No,0,Richgrove,57.0000,107.95,313.6
Female,78,No,0,Fontana,78.0000,69.75,1545.4
Female,40,No,0,Wheatland,40.0000,58.75,3038.55
Male,35,Yes,0,"El Segundo",35.0000,84.45,6033.1
Female,45,No,0,Princeton,45.0000,68.85,1970.5
Male,52,No,0,Brisbane,52.0000,-8,19.4
Male,40,Yes,2,"El Nido",40.0000,20.35,938.95
Female,30,Yes,1,Lakewood,30.0000,20.45,150.75
Female,61,No,0,Weimar,61.0000,50.25,2023.55
Female,35,No,0,Covina,35.0000,20.15,260.7
Female,33,No,0,Escondido,33.0000,59.5,530.05
Female,52,No,0,"San Mateo",52.0000,49.4,408.25
Female,48,Yes,0,Richmond,48.0000,100.65,7334.05
Male,34,Yes,0,"Ladera Ranch",34.0000,73.5,5357.75
Male,54,Yes,0,"Palo Alto",54.0000,19.3,1304.8
Female,41,Yes,2,"Pebble Beach",41.0000,84.75,2839.45
Male,60,No,0,Baker,60.0000,24.6,592.65
Female,58,Yes,0,"Newport Beach",58.0000,68.75,3808
Female,78,No,0,"San Rafael",78.0000,59.85,3103.25
Female,53,Yes,3,"Oro Grande",53.0000,21,1210.3
Female,47,Yes,1,Sacramento,47.0000,59.1,4134.7
Female,61,Yes,0,Ione,61.0000,110.8,7553.6
Female,48,No,1,"North San Juan",48.0000,19.5,1215.1
Female,57,Yes,0,"San Juan Capistrano",57.0000,104.4,5232.9
Male,46,Yes,0,Bakersfield,46.0000,67.8,4804.65
Male,40,Yes,1,Winterhaven,40.0000,106.05,7554.05
Female,40,Yes,3,Glencoe,40.0000,19.75,757.95
Female,74,No,0,"San Diego",74.0000,82.9,267.57500000000005
Female,37,No,2,Oakland,37.0000,20.55,57.4
Female,20,Yes,1,Napa,20.0000,101.25,5301.1
Male,78,No,0,Bridgeville,78.0000,83.85,2716.3
Male,45,Yes,0,"Witter Springs",45.0000,64.15,1274.45
Female,28,Yes,0,"Red Bluff",28.0000,-4,5717.85
Female,26,No,0,"San Leandro",26.0000,100.3,3541.4
Female,73,No,0,Fullerton,73.0000,51.3,419.35
Female,75,Yes,0,"Chula Vista",75.0000,68.45,4014
Female,43,Yes,0,Nipton,43.0000,19.9,1115.6
Male,39,No,3,Gazelle,39.0000,64.4,3035.35
Male,39,Yes,3,Boonville,39.0000,96.95,5432.2
Male,29,Yes,0,Sierraville,29.0000,100.95,1875.55
Male,68,Yes,0,Livermore,68.0000,89.1,5618.3
Female,38,Yes,0,Gonzales,38.0000,68.75,1689.45
Male,28,Yes,3,Burbank,28.0000,60.2,1834.15
Male,30,No,0,Milpitas,30.0000,75.35,2243.9
Male,56,No,0,Sierraville,56.0000,69.8,134.7
Male,44,No,0,Escondido,44.0000,76.95,228.4
Female,63,Yes,3,Angwin,63.0000,58.85,1215.45
Male,21,No,0,Orange,21.0000,74.55,1170.5
Female,32,Yes,1,Pacoima,32.0000,68.25,1114.85
Female,37,Yes,0,Randsburg,37.0000,88.9,454.15
Female,30,No,0,Sunnyvale,30.0000,50,892.7
Female,24,Yes,0,Irvine,24.0000,58.45,1955.4
Male,37,Yes,3,"Frazier Park",37.0000,20.1,655.3
Male,24,Yes,0,"Los Angeles",24.0000,24.45,1730.65
Male,19,Yes,0,"Mission Viejo",19.0000,70.85,4973.4
Female,21,Yes,1,"Pine Valley",21.0000,88.6,2888.7
Male,42,No,0,Helm,42.0000,20.3,475.1
Female,49,No,0,"Santa Monica",49.0000,20.05,1386.9
Male,26,No,3,"Palo Alto",26.0000,20.05,552.9
Male,31,Yes,1,"San Clemente",31.0000,25.4,1782.05
Female,35,Yes,0,Orangevale,35.0000,106.65,5174.35
Male,72,Yes,0,Dixon,72.0000,89.2,4040.2
Female,44,No,3,Manteca,44.0000,20.5,38.25
Male,45,No,0,Rialto,45.0000,44.45,44.45
Male,45,Yes,2,"San Jose",45.0000,19.15,515.75
Male,33,No,0,"Santa Maria",33.0000,60.75,2893.4
Female,60,No,0,Cayucos,60.0000,18.85,163.2
Male,41,No,0,Linden,41.0000,31.35,31.35
Male,21,No,2,Davenport,21.0000,20.25,20.25
Male,76,Yes,0,"Sherman Oaks",76.0000,84.2,519.15
Male,55,No,0,"River Pines",55.0000,19.8,607.7
Female,29,No,0,Carmichael,29.0000,44.45,2773.9
Male,51,No,0,Fremont,51.0000,69.9,69.9
Female,55,Yes,3,"West Covina",55.0000,55.9,365.35
Female,44,Yes,0,Earp,44.0000,20.05,415.1
Female,49,Yes,0,Cassel,49.0000,88.05,6520.8
Female,34,No,0,Moraga,34.0000,75.25,888.65
Female,52,Yes,2,"National City",52.0000,34.25,163.55
Male,54,No,0,Biola,54.0000,99.95,1931.75
Female,43,Yes,2,Shafter,43.0000,25.1,1857.85
Male,30,Yes,0,"Grand Terrace",30.0000,89.85,3161.2
Male,54,Yes,2,Pomona,54.0000,94.35,5563.65
Female,67,Yes,0,Castaic,67.0000,95.05,4888.7
Female,27,No,0,Canby,27.0000,84.6,1115.2
Female,56,No,2,Sunland,56.0000,19.75,1567
Male,55,No,0,"San Leandro",55.0000,81.8,4534.45
Male,42,No,0,Alleghany,42.0000,70.05,657.5
Male,23,Yes,0,"San Diego",23.0000,50.15,168.15
Female,74,Yes,0,Lincoln,74.0000,105.6,7112.15
Male,37,Yes,3,"Mountain View",37.0000,89.3,2823
Female,25,No,0,"San Ysidro",25.0000,75,999.45
Female,32,Yes,1,Bonita,32.0000,20.15,1411.2
Male,54,No,0,Loleta,54.0000,19.5,19.5
Female,60,Yes,0,"Rowland Heights",60.0000,54.15,2319.8
Female,27,Yes,2,Meridian,27.0000,75,4213.9
Male,74,No,0,Fowler,74.0000,74.2,1133.9
Female,49,No,0,"Oak Run",49.0000,56.25,56.25
Male,71,Yes,0,Upland,71.0000,90.15,3128.8
Female,80,No,0,Riverside,80.0000,85.45,1505.85
Female,42,Yes,0,Lamont,42.0000,19.3,593.2
Male,58,Yes,0,Caspar,58.0000,115.8,8424.9
Male,40,Yes,0,Corcoran,40.0000,79.15,5536.5
Female,47,Yes,0,Cambria,47.0000,71.8,3472.05
Female,61,Yes,0,"Valley Village",61.0000,69,147.8
Female,20,Yes,2,"Mill Valley",20.0000,19.35,683.75
Male,79,No,0,Jolon,79.0000,19.8,587.7
Female,61,No,0,Pasadena,61.0000,20.55,654.55
Female,32,No,3,"Huntington Park",32.0000,79.35,79.35
Male,19,No,0,"Santa Ana",19.0000,20.05,42.7
Male,40,Yes,0,Stonyford,40.0000,73.55,4764
Female,20,Yes,0,"Seal Beach",20.0000,89.65,1761.05
Male,37,No,0,Fallbrook,37.0000,104.4,1081.45
Male,33,Yes,2,"Crescent Mills",33.0000,72.8,930.05
Female,39,No,0,"Solana Beach",39.0000,20.25,865
Male,48,No,0,"San Fernando",48.0000,76.25,684.85
Male,46,No,0,Doyle,46.0000,81.5,5553.25
Male,75,Yes,0,"Midway City",75.0000,70.1,467.55
Female,32,No,2,Pescadero,32.0000,84.75,1816.75
Female,51,Yes,3,Landers,51.0000,75.3,1702.9
Female,79,No,0,Downey,79.0000,-6,1608.15
Male,79,Yes,0,"Five Points",79.0000,96.5,1392.25
Male,59,Yes,3,Millville,59.0000,26.3,1245.05
Female,54,No,0,"Birds Landing",54.0000,56.1,1033.9
Male,30,No,0,Pomona,30.0000,70.6,70.6
Male,59,Yes,0,"San Diego",59.0000,83.65,1465.75
Male,62,No,0,Cloverdale,62.0000,54.9,3045.75
Male,53,Yes,0,Antioch,53.0000,109.6,7854.15
Female,19,Yes,3,"San Marino",19.0000,105.35,1559.25
Male,44,Yes,1,"Sunset Beach",44.0000,61.45,229.55
Female,35,Yes,0,Mccloud,35.0000,73.05,1959.5
Female,32,Yes,0,"San Bernardino",32.0000,83.55,680.05
Male,19,No,0,"Playa Del Rey",19.0000,84.3,1537.9
Female,40,No,0,Livermore,40.0000,20.95,109.5
Male,53,Yes,0,Lakewood,53.0000,94.7,1687.95
Female,72,Yes,0,"Moreno Valley",72.0000,74.35,334.8
Male,75,No,0,"Pilot Hill",75.0000,104.35,2271.85
Male,67,No,0,Yucaipa,67.0000,96.15,3019.25
Male,58,No,0,Grenada,58.0000,29.75,96.85
Male,24,No,0,Temecula,24.0000,79.05,79.05
Female,53,No,0,"Sherman Oaks",53.0000,19.35,219.35
Male,41,Yes,2,Hayward,41.0000,105.25,7609.75
Male,27,Yes,0,"Fort Bidwell",27.0000,108.5,6880.85
Male,28,Yes,2,Kerman,28.0000,24.55,1160.45
Male,45,No,0,Calabasas,45.0000,46.6,87.9
Male,32,Yes,0,Temecula,32.0000,89.7,6588.95
Male,40,Yes,2,Irvine,40.0000,19.95,862.4
Male,21,No,0,"Palm Springs",21.0000,87.35,4473
Male,36,Yes,2,Yountville,36.0000,63.7,2188.5
Male,36,Yes,0,Danville,36.0000,70.3,738.2
Female,59,Yes,3,Roseville,59.0000,92.55,4039
Male,48,Yes,0,Wendel,48.0000,-4,6230.1
Female,19,Yes,0,Pasadena,19.0000,96.1,4364.1
Male,58,Yes,0,Marshall,58.0000,97.1,3706.95
Female,40,Yes,1,Camarillo,40.0000,95.15,3532.85
Female,20,Yes,2,"North Hollywood",20.0000,91.1,2198.3
Female,42,No,0,Arvin,42.0000,26.5,1698.55
Female,78,Yes,0,"Santa Ana",78.0000,105,7578.05
Female,45,No,0,"West Sacramento",45.0000,74.75,2282.95
Male,42,No,0,"Salton City",42.0000,19.35,779.2
Female,27,Yes,0,"Garden Grove",27.0000,118.6,7990.05
Female,42,Yes,0,Windsor,42.0000,57.6,1367.75
Female,25,No,0,Columbia,25.0000,61.15,4017.45
Male,39,No,0,"Lower Lake",39.0000,25.3,1474.35
Male,42,No,0,"Port Costa",42.0000,56.65,654.85
Male,80,Yes,0,Whittier,80.0000,104.45,2184.85
Female,62,No,0,"Running Springs",62.0000,19.8,695.05
Male,28,No,0,Penngrove,28.0000,20.45,20.45
Female,46,Yes,1,Lakeside,46.0000,69.9,4615.9
Male,68,Yes,0,"Los Alamitos",68.0000,98.15,4116.8
Male,39,Yes,0,Montrose,39.0000,89.05,6254.45
Female,55,Yes,0,Sutter,55.0000,94.35,5703
Male,34,No,0,Glendora,34.0000,80.5,2088.8
Female,42,No,0,Orange,42.0000,29.9,29.9
Male,39,No,0,Valencia,39.0000,80.8,713.1
Male,46,No,0,Sacramento,46.0000,20.15,802.35
Female,68,No,0,"San Diego",68.0000,89.15,2277.65
Female,57,Yes,2,Salinas,57.0000,115.8,8476.5
Male,72,No,0,"Pine Grove",72.0000,55.45,2966.95
Male,61,Yes,0,"Newport Coast",61.0000,25.15,1940.85
Male,27,Yes,3,"San Jose",27.0000,81,4976.15
Female,68,No,0,"Los Angeles",68.0000,78.9,2657.7000000000003
Female,39,Yes,1,"Long Beach",39.0000,20.65,716.4
Male,53,No,0,"Orange Cove",53.0000,19.15,638
Male,47,Yes,0,"Daly City",47.0000,70.45,1470.95
Female,51,Yes,2,Eagleville,51.0000,29.05,44.75
Female,70,No,0,"Citrus Heights",70.0000,74.4,2276.95
Female,27,Yes,0,"Wofford Heights",27.0000,61.45,4131.2
Male,32,No,0,Stockton,32.0000,100.95,329.95
Male,22,Yes,2,"San Francisco",22.0000,25.2,1798.9
Male,63,No,0,"Forest Ranch",63.0000,25.65,440.2
Male,73,No,0,"San Diego",73.0000,97.73333333333333,1893.466666666667
Female,76,Yes,0,"Fountain Valley",76.0000,110.85,3204.4
Female,35,No,0,"Granite Bay",35.0000,25.1,25.1
Male,33,No,0,"San Diego",33.0000,90.25,2755.35
Female,62,No,0,Arcadia,62.0000,75.65,399.45
Female,51,Yes,0,Sacramento,51.0000,72.625,3445.975
Female,69,No,0,"Rancho Santa Fe",69.0000,54.65,1830.1
Female,39,No,0,Janesville,39.0000,97.2,5129.45
Female,48,Yes,0,"Thousand Oaks",48.0000,19.6,314.45
Female,25,No,0,"Palm Desert",25.0000,54.15,1240.25
Female,48,No,0,"Blairsden Graeagle",48.0000,19.6,299.4
Male,60,Yes,2,Woodlake,60.0000,59.8,2343.85
Male,56,No,3,"Los Angeles",56.0000,69.7,316.9
Male,21,Yes,0,"Apple Valley",21.0000,19.75,899.45
Female,68,No,0,Madison,68.0000,56.55,118.25
Female,73,Yes,0,"Beale Afb",73.0000,105.4,6998.95
Female,51,Yes,0,"Garden Grove",51.0000,105.35,7240.65
Female,47,Yes,1,"Chino Hills",47.0000,106.5,7397
Female,31,Yes,1,Bodfish,31.0000,19.15,998.1
Female,66,No,0,"San Jacinto",66.0000,84.85,415.55
Male,30,Yes,0,Pasadena,30.0000,19.85,1433.8
Male,44,No,1,Fresno,44.0000,70.2,2894.55
Female,50,No,0,"Los Angeles",50.0000,55.349999999999994,2724.35
Male,59,Yes,2,Loyalton,59.0000,57.2,1423.35
Female,44,No,0,Llano,44.0000,52.85,1498.65
Female,50,No,0,Topanga,50.0000,-3,7107
Male,50,Yes,2,"Villa Park",50.0000,37.35,1038.475
Male,47,No,0,"Desert Center",47.0000,95.1,3691.2
Female,56,No,0,Merced,56.0000,70.15,194.2
Male,78,Yes,0,Vista,78.0000,70.45,849.1
Male,63,No,0,Hercules,63.0000,24.75,1234.6
Male,55,Yes,3,Rosemead,55.0000,81.2,3292.3
Male,50,No,0,Holtville,50.0000,19.25,331.35
Male,62,Yes,0,Victorville,62.0000,19.65,436.9
Female,53,No,0,Brea,53.0000,-7,80.15
Female,44,No,0,"French Camp",44.0000,88.45,1422.1
Male,56,Yes,0,Raymond,56.0000,68.15,4808.7
Female,59,Yes,1,Cabazon,59.0000,98.85,3089.6
Male,27,No,0,Fresno,27.0000,79.2,2854.95
Female,45,No,0,Inglewood,45.0000,54.45,3674.95
Female,50,Yes,1,"San Jose",50.0000,24.9,1595.5
Male,49,Yes,0,Olema,49.0000,20.05,505.9
Male,42,Yes,0,"San Jose",42.0000,92.55,1515.1
Male,53,No,0,"El Segundo",53.0000,94.5,575.45
Female,37,No,0,"San Francisco",37.0000,80.92500000000001,1572.65
Male,49,Yes,1,Westminster,49.0000,99.5,5861.75
Female,36,Yes,3,"Big Bar",36.0000,56.25,2419.55
Female,21,Yes,0,Keene,21.0000,97.95,384.5
Male,33,No,0,Burney,33.0000,79.25,267.6
Female,50,No,0,Loleta,50.0000,19.3,279.3
Female,47,No,0,"Pismo Beach",47.0000,39.5,1082.75
Female,56,Yes,0,Alamo,56.0000,65.5,4919.7
Female,20,Yes,0,Roseville,20.0000,100.45,3414.65
Male,40,No,0,Woodland,40.0000,38.25,1755.35
Female,69,Yes,0,"Sierra Madre",69.0000,79.95,4819.75
Female,71,No,0,Sacramento,71.0000,83,5243.05
Female,35,No,0,Bolinas,35.0000,19.1,19.1
Male,31,Yes,1,"Lower Lake",31.0000,90.15,6237.05
Female,59,No,0,"San Mateo",59.0000,19.75,19.75
Female,34,Yes,0,"Garden Valley",34.0000,84.95,1378.25
Male,71,No,0,"Studio City",71.0000,45.85,45.85
Male,65,Yes,0,Nicasio,65.0000,53.95,2215.4
Female,43,No,0,Alpine,43.0000,45.65,45.65
Female,58,No,0,Willits,58.0000,44.85,2564.95
Male,48,No,0,"San Lorenzo",48.0000,59.6,2094.9
Female,47,Yes,2,"Huntington Beach",47.0000,20.2,382.2
Female,27,No,0,"San Francisco",27.0000,20.3,275.4
Female,45,No,0,"Santa Monica",45.0000,35.2,607.3
Male,43,No,0,Covina,43.0000,23.4,1429.65
Female,46,No,0,"Santa Clarita",46.0000,53.65,404.35
Female,62,No,0,"Los Angeles",62.0000,44.8,2104.55
Female,39,Yes,2,Perris,39.0000,94.05,518.75
Male,79,No,0,"Granite Bay",79.0000,20.05,1198.05
Male,42,No,0,"Santa Barbara",42.0000,71.55,71.55
Male,43,No,0,"San Bernardino",43.0000,19.65,19.65
Female,27,Yes,3,Homeland,27.0000,44.35,44.35
Male,34,No,0,Adelanto,34.0000,45.8,436.2
Female,45,No,0,"Santa Rosa",45.0000,44.15,44.15
Female,34,Yes,0,"Wofford Heights",34.0000,20.05,669.45
Female,49,Yes,0,Landers,49.0000,58.25,3975.7
Female,19,No,0,"Pleasant Hill",19.0000,87.15,2274.1
Male,53,Yes,0,Avery,53.0000,24.1,259.8
Male,57,Yes,3,"Santa Maria",57.0000,85.45,6300.85
Male,77,No,0,Stockton,77.0000,79.9,260.9
Male,46,No,0,Boonville,46.0000,53.95,3888.65
Female,40,Yes,1,Raymond,40.0000,19.85,119.3
Female,46,No,0,Tomales,46.0000,69.75,144.55
Male,33,Yes,0,"Douglas City",33.0000,64.7,4746.05
Male,19,No,0,Newhall,19.0000,111.35,6519.75
Female,61,No,0,Westwood,61.0000,74.3,4166.35
Male,42,Yes,1,Brentwood,42.0000,20.5,759.35
Male,42,Yes,0,"San Diego",42.0000,66.25,2907.35
Male,55,Yes,0,Antioch,55.0000,84.5,4254.85
Male,79,Yes,0,"Oak View",79.0000,94.65,6079
Male,26,Yes,0,Heber,26.0000,83.35,4065
Male,44,No,0,Murrieta,44.0000,30.75,1489.3
Male,32,No,0,Bangor,32.0000,78.75,426.35
Male,43,Yes,0,"Potter Valley",43.0000,97.95,7114.25
Female,58,No,0,Corcoran,58.0000,55.5,2627.35
Female,34,No,0,Hughson,34.0000,78.3,909.25
Female,67,No,0,Escondido,67.0000,108.15,4600.7
Male,35,No,0,"Santa Monica",35.0000,24.3,100.2
Male,54,Yes,2,"Pico Rivera",54.0000,24.75,1859.1
Female,28,Yes,0,Palermo,28.0000,19.6,55.25
Male,71,No,0,"Chula Vista",71.0000,46.3,46.3
Female,47,Yes,0,Fresno,47.0000,20.25,814.75
Male,22,No,0,Taft,22.0000,81.15,4126.2
Male,57,No,0,"Pleasant Hill",57.0000,54.65,3134.7
Male,31,Yes,0,Winnetka,31.0000,99.35,6347.55
Female,54,Yes,0,"Valley Springs",54.0000,109.8,6109.65
Female,46,Yes,0,"Oregon House",46.0000,92.6,1579.7
Female,50,No,0,Willits,50.0000,75.6,402.5
Female,62,Yes,2,Tehachapi,62.0000,26.1,692.55
Female,71,Yes,0,Benton,71.0000,100.25,4753.85
Female,64,No,0,"West Covina",64.0000,-5,1783.6
Male,28,No,0,Chino,28.0000,19.9,164.6
Male,57,No,0,Forestville,57.0000,63.9,3334.95
Female,30,No,0,"Yorba Linda",30.0000,80.1,217.55
Female,27,Yes,0,Avalon,27.0000,58.6,1502.65
Male,67,No,0,"West Covina",67.0000,99.45,919.4
Male,46,Yes,0,Oakhurst,46.0000,99.7,6330.4
Female,42,No,0,"Rancho Cucamonga",42.0000,95.7,4729.75
Female,32,Yes,1,Elverta,32.0000,55.15,1206.05
Male,53,No,0,Yreka,53.0000,99.7,1566.75
Male,58,No,0,Lomita,58.0000,19.6,1170.55
Female,29,Yes,0,"San Jose",29.0000,65.25,1409.7833333333335
Male,58,No,0,Lodi,58.0000,59.45,357.6
Male,37,No,0,Glendale,37.0000,73.25,131.05
Male,50,Yes,0,Essex,50.0000,99.5,6841.45
Female,40,No,0,Victorville,40.0000,69,994.8
Male,69,No,0,Encino,69.0000,79.7,497.6
Male,24,Yes,2,"White Water",24.0000,52,2884.9
Female,71,No,0,Paramount,71.0000,85,85
Male,39,Yes,2,Benicia,39.0000,20.5,77.6
Female,42,No,0,Alpine,42.0000,89.3,4192.15
Male,42,Yes,0,Sacramento,42.0000,95.9,2234.95
Female,77,No,0,Riverside,77.0000,28.45,131.05
Female,27,No,0,Plymouth,27.0000,35,553
Male,43,Yes,0,Stratford,43.0000,96.6,6424.25
Female,67,Yes,0,"Hathaway Pines",67.0000,95.1,2326.05
