Customer_ID,Gender,Age,Married,Number_of_Dependents,City,Zip_Code,Latitude,Longitude,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,churn_count
5378-IKEEG,Female,47,No,0,Eagleville,96110,41.280341,-120.150381,0,1,"Offer E",No,,Yes,Cable,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",35.75,35.75,0,0,0,35.75,Churned,Price,"Price too high",1
5380-AFSSK,Female,44,No,0,"Bella Vista",96008,40.722733,-122.109666,0,5,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Mailed Check",93.9,486.85,0,0,232.25,719.1,Churned,Other,"Don't know",1
5380-WJKOV,Male,51,No,1,"Los Angeles",90041,34.137412,-118.207607,0,34,"Offer C",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",106.35,3549.25,0,0,737.46,4286.71,Churned,Competitor,"Competitor offered higher download speeds",1
5383-MMTWC,Female,75,Yes,0,Oakley,94561,37.999406,-121.686241,1,8,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",84,613.4,0,0,368.4,981.8,Churned,Dissatisfaction,"Limited range of services",1
5385-SUIRI,Male,69,Yes,0,Delhi,95315,37.422961,-120.765493,0,52,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",104.2,5568.35,0,0,1955.2,7523.55,Churned,Competitor,"Competitor offered higher download speeds",1
5389-FFVKB,Male,71,Yes,0,"Thousand Oaks",91360,34.214054,-118.88109,1,32,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",80.3,2483.05,0,0,66.56,2549.61,Churned,Dissatisfaction,"Service dissatisfaction",1
5393-RXQSZ,Male,40,No,0,Taft,93268,35.184837,-119.402525,0,1,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",79.6,79.6,0,0,19.32,98.92,Churned,Attitude,"Attitude of support person",1
5394-SVGJV,Male,27,No,0,Sacramento,95838,38.646096,-121.442433,0,37,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",98.8,3475.55,0,0,1136.64,4612.19,Churned,Competitor,"Competitor made better offer",1
5419-CONWX,Female,65,No,0,"Pleasant Grove",95668,38.833554,-121.498102,0,4,None,Yes,No,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",99.8,442.85,0,0,50.72,493.57,Churned,Competitor,"Competitor had better devices",1
5419-JPRRN,Male,32,No,0,"Rough And Ready",95975,39.225634,-121.156163,0,1,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",101.45,101.45,0,0,10.38,111.83,Churned,Price,"Extra data charges",1
5419-KLXBN,Female,36,Yes,0,"San Diego",92117,32.825086,-117.199424,1,25,None,Yes,No,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.15,2257.75,0,0,616,2873.75,Churned,Competitor,"Competitor made better offer",1
5440-FLBQG,Male,69,Yes,0,"Santa Barbara",93110,34.437945,-119.77191,1,69,"Offer A",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",108.4,7318.2,0,0,3372.72,10690.92,Churned,Attitude,"Attitude of service provider",1
5442-UTCVD,Male,53,No,0,Pittsburg,94565,38.006047,-121.916834,0,3,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",91.85,257.05,0,0,131.16,388.21,Churned,Attitude,"Attitude of service provider",1
5442-XSDCW,Male,61,Yes,0,"San Diego",92130,32.957195,-117.202542,1,11,"Offer D",Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",79.5,868.5,0,50,146.63,1065.13,Churned,Competitor,"Competitor made better offer",1
5445-PZWGX,Male,63,No,0,"Travis Afb",94535,38.265899,-121.939461,0,62,"Offer B",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,Yes,No,Yes,Yes,No,"One Year",No,"Bank Withdrawal",102,6529.25,0,110,500.96,7140.21,Churned,Price,"Price too high",1
5445-UTODQ,Female,35,Yes,0,"San Diego",92117,32.825086,-117.199424,1,7,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",81.1,576.65,0,0,81.06,657.71,Churned,Competitor,"Competitor made better offer",1
5449-FIBXJ,Male,34,Yes,0,"San Jose",95127,37.375156,-121.795867,1,19,"Offer D",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",103.3,2012.7,0,0,532.76,2545.46,Churned,Price,"Lack of affordable download/upload speed",1
5458-CQJTA,Male,56,Yes,0,"Smith River",95567,41.950683,-124.097094,1,65,"Offer B",Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",74.8,4820.15,0,0,2630.55,7450.7,Churned,Dissatisfaction,"Product dissatisfaction",1
5469-CTCWN,Male,52,Yes,0,Arbuckle,95912,38.982373,-122.047751,1,61,None,Yes,Yes,Yes,Cable,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",106,6547.7,0,0,2863.95,9411.65,Churned,Competitor,"Competitor offered higher download speeds",1
5480-HPRRX,Female,80,No,0,Glendora,91740,34.119363,-117.855059,0,3,None,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",25.3,77.75,0,0,0,77.75,Churned,Attitude,"Attitude of support person",1
5480-TBGPH,Female,63,Yes,0,Sacramento,95842,38.687367,-121.34848,0,24,None,Yes,No,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",99.3,2431.35,0,0,1079.04,3510.39,Churned,Competitor,"Competitor offered more data",1
5482-NUPNA,Female,28,No,0,Imperial,92251,32.858595,-115.662709,0,4,None,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",60.4,272.15,0,0,72.12,344.27,Churned,Competitor,"Competitor had better devices",1
5482-PLVPE,Female,79,No,0,"Daly City",94014,37.691561,-122.445202,0,2,None,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",24.35,41.85,0,0,0,41.85,Churned,Competitor,"Competitor had better devices",1
5485-WUYWF,Male,73,No,0,Crockett,94525,38.049292,-122.228415,0,2,None,Yes,No,Yes,Cable,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",66.4,94.55,0,0,11.14,105.69,Churned,Price,"Long distance charges",1
5493-SDRDQ,Male,19,No,0,"Angels Camp",95222,38.071327,-120.632221,0,2,"Offer E",Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Mailed Check",55.1,113.35,0,0,10.66,124.01,Churned,Competitor,"Competitor made better offer",1
5494-HECPR,Female,34,No,0,"Mi Wuk Village",95346,38.121601,-120.133915,0,1,"Offer E",Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",80.25,80.25,0,0,32.92,113.17,Churned,Other,Moved,1
5498-TXHLF,Female,39,Yes,0,Whitmore,96096,40.637105,-121.906949,1,34,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",87.45,2874.15,0,0,1386.52,4260.67,Churned,Price,"Extra data charges",1
5502-RLUYV,Female,42,Yes,0,Milpitas,95035,37.441931,-121.878502,1,69,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",103.95,7446.9,0,0,2566.8,10013.7,Churned,Competitor,"Competitor made better offer",1
5510-BOIUJ,Male,35,No,7,Visalia,93277,36.303793,-119.375646,0,1,None,Yes,No,No,,,,,,,,,,Month-to-Month,No,"Credit Card",19.25,19.25,0,0,12.81,32.06,Churned,Attitude,"Attitude of service provider",1
5515-AKOAJ,Female,38,No,0,"Hawaiian Gardens",90716,33.830431,-118.074071,0,54,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",100.1,5440.9,0,0,2258.82,7699.72,Churned,Dissatisfaction,"Service dissatisfaction",1
5515-IDEJJ,Male,46,Yes,1,"San Diego",92126,32.886925,-117.152162,4,1,"Offer E",Yes,No,No,,,,,,,,,,Month-to-Month,No,"Mailed Check",19.9,19.9,0,0,45.77,65.67,Churned,Competitor,"Competitor made better offer",1
5519-NPHVG,Female,53,No,0,"Klamath River",96050,41.816595,-122.948287,0,12,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",94.2,1046.1,7.39,120,153,1311.71,Churned,Price,"Price too high",1
5519-YLDGW,Female,57,Yes,0,"Los Angeles",90071,34.052917,-118.255178,1,21,"Offer D",Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",103.9,2254.2,0,0,25.41,2279.61,Churned,Dissatisfaction,"Limited range of services",1
5520-FVEWJ,Female,28,Yes,0,"Santa Rosa",95405,38.439696,-122.668817,1,12,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",84.5,916.9,0,0,487.56,1404.46,Churned,Competitor,"Competitor had better devices",1
5536-RTPWK,Male,54,Yes,0,Sausalito,94965,37.848641,-122.515692,1,49,"Offer B",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",99.05,4853.75,14.24,0,1003.52,5843.03,Churned,Competitor,"Competitor offered higher download speeds",1
5536-SLHPM,Female,38,Yes,0,Temecula,92592,33.507255,-117.029473,5,55,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",77.75,4458.15,0,0,1067.55,5525.7,Churned,Competitor,"Competitor made better offer",1
5539-TMZLF,Male,69,No,0,Concord,94520,38.013825,-122.039144,0,1,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.75,69.75,0,0,33.84,103.59,Churned,Competitor,"Competitor had better devices",1
5550-VFRLC,Female,70,No,0,Moorpark,93021,34.312945,-118.858169,0,1,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",69.85,69.85,0,40,43.45,153.3,Churned,Dissatisfaction,"Limited range of services",1
5552-ZNFSJ,Male,49,No,0,"Santa Rosa",95407,38.394091,-122.739814,0,1,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",45.3,45.3,0,0,34.37,79.67,Churned,Dissatisfaction,"Poor expertise of online support",1
5561-NWEVX,Female,78,Yes,0,"Hermosa Beach",90254,33.86532,-118.396336,1,2,"Offer E",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",79.2,172.85,0,0,35.46,208.31,Churned,Price,"Price too high",1
5564-NEMQO,Female,80,No,0,Thermal,92274,33.53604,-116.119222,0,1,"Offer E",Yes,No,Yes,"Fiber Optic",No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",75.3,75.3,0,20,35.09,130.39,Churned,Dissatisfaction,"Network reliability",1
5565-FILXA,Female,76,No,0,Escondido,92027,33.141265,-116.967221,0,16,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",96.15,1529.2,0,0,620,2149.2,Churned,Other,"Don't know",1
5567-WSELE,Male,70,Yes,0,Richmond,94801,37.945288,-122.383941,1,3,"Offer E",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",94.6,279.55,0,0,96.93,376.48,Churned,Competitor,"Competitor had better devices",1
5569-KGJHX,Female,63,Yes,0,"Canoga Park",91303,34.19829,-118.602203,1,9,"Offer E",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",85.35,754.65,0,50,127.89,932.54,Churned,Dissatisfaction,"Service dissatisfaction",1
5569-OUICF,Female,67,Yes,0,"San Diego",92109,32.787836,-117.232376,1,28,"Offer C",Yes,Yes,Yes,"Fiber Optic",No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,"Credit Card",101.3,2812.2,0,0,460.04,3272.24,Churned,Competitor,"Competitor made better offer",1
5570-PTWEH,Female,33,Yes,0,Encinitas,92024,33.054579,-117.25665,1,3,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",75.15,216.75,0,0,45.06,261.81,Churned,Attitude,"Attitude of support person",1
5572-ZDXHY,Female,25,No,0,"Santa Rosa",95409,38.468893,-122.580539,0,22,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Mailed Check",84.3,1855.65,0,0,639.54,2495.19,Churned,Competitor,"Competitor had better devices",1
5577-OTWWW,Female,54,No,0,"San Jose",95120,37.186141,-121.843554,0,15,"Offer D",Yes,No,No,,,,,,,,,,Month-to-Month,No,"Bank Withdrawal",19.75,297.3,0,0,597.6,894.9,Churned,Other,Moved,1
5583-SXDAG,Male,41,Yes,0,Alhambra,91803,34.074736,-118.145959,1,1,"Offer E",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",70,70,0,10,19.15,99.15,Churned,Other,"Don't know",1
5590-BYNII,Male,51,No,0,Bayside,95524,40.825486,-124.049485,0,22,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",100.75,2095,0,0,790.46,2885.46,Churned,Other,"Don't know",1
5590-YRFJT,Female,44,Yes,0,Lompoc,93437,34.757477,-120.550507,1,20,None,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",24.45,482.8,0,0,0,482.8,Churned,Other,"Don't know",1
5597-GLBUC,Female,48,No,0,"Squaw Valley",93675,36.719141,-119.202677,0,1,"Offer E",Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",85.45,85.45,0,0,22.97,108.42,Churned,Price,"Lack of affordable download/upload speed",1
5609-CEBID,Female,77,No,0,Hemet,92544,33.644585,-116.871544,0,20,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,"Bank Withdrawal",94.1,1782.4,0,80,974.6,2837,Churned,Competitor,"Competitor had better devices",1
5616-PRTNT,Male,30,No,3,"Desert Center",92239,33.889605,-115.257009,0,20,None,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,"Bank Withdrawal",19.4,374.5,0,0,455.6,830.1,Churned,Attitude,"Attitude of support person",1
5624-BQSSA,Female,19,No,0,"Santa Cruz",95065,37.031404,-121.981865,0,1,None,Yes,No,No,,,,,,,,,,Month-to-Month,No,"Credit Card",20.95,20.95,0,0,40.48,61.43,Churned,Price,"Long distance charges",1
5644-PDMZC,Female,69,No,0,Delano,93215,35.772244,-119.209689,0,2,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",89.5,161.5,0,0,94.94,256.44,Churned,Attitude,"Attitude of support person",1
5649-ANRML,Male,76,No,0,"Clipper Mills",95930,39.562239,-121.14836,0,2,"Offer E",Yes,No,Yes,"Fiber Optic",No,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,"Credit Card",95.1,180.25,0,0,25.92,206.17,Churned,Dissatisfaction,"Poor expertise of online support",1
5649-TJHOV,Male,68,Yes,0,Davenport,95017,37.114335,-122.237162,1,27,"Offer C",No,,Yes,DSL,No,No,No,No,No,Yes,No,No,Month-to-Month,No,"Bank Withdrawal",36.5,1032,0,30,0,1062,Churned,Dissatisfaction,"Product dissatisfaction",1
5649-VUKMC,Female,61,No,0,"San Diego",92126,32.886925,-117.152162,0,12,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",No,"Mailed Check",95.5,1115.15,0,0,417.72,1532.87,Churned,Competitor,"Competitor made better offer",1
5650-VDUDS,Female,48,No,0,Kernville,93238,35.852892,-118.397782,0,4,"Offer E",No,,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Mailed Check",24.25,96.05,0,0,0,96.05,Churned,Competitor,"Competitor made better offer",1
5655-JSMZM,Male,66,No,0,Coalinga,93210,36.186867,-120.387793,0,49,"Offer B",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",96.2,4718.25,0,0,1585.64,6303.89,Churned,Attitude,"Attitude of support person",1
5669-SRAIP,Female,55,No,0,Larkspur,94939,37.937082,-122.532369,0,5,"Offer E",No,,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",39.5,210.75,39.27,0,0,171.48,Churned,Competitor,"Competitor offered higher download speeds",1
5673-FSSMF,Female,19,No,0,Delhi,95315,37.422961,-120.765493,0,1,"Offer E",Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",60.15,60.15,0,20,33.48,113.63,Churned,Attitude,"Attitude of support person",1
5673-TIYIB,Male,34,No,0,Torrance,90502,33.833181,-118.292062,0,2,"Offer E",No,,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",40.4,77.15,0,0,0,77.15,Churned,Other,"Don't know",1
5685-IIXLY,Female,54,Yes,0,Novato,94945,38.135897,-122.563683,1,5,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",83.6,404.2,24.44,0,35,414.76,Churned,Competitor,"Competitor offered higher download speeds",1
5687-DKDTV,Female,35,No,0,Bellflower,90706,33.887676,-118.127289,0,4,None,Yes,No,No,,,,,,,,,,Month-to-Month,No,"Credit Card",20.35,77.5,0,0,150.64,228.14,Churned,Attitude,"Attitude of support person",1
5688-KZTSN,Male,59,Yes,3,"San Diego",92121,32.898613,-117.202937,1,15,None,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,"Bank Withdrawal",20,288.05,0,0,467.1,755.15,Churned,Competitor,"Competitor made better offer",1
5692-FPTAH,Female,32,No,0,Nicolaus,95659,38.788898,-121.608624,0,1,None,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",45.4,45.4,0,0,38.31,83.71,Churned,Dissatisfaction,"Network reliability",1
5696-QURRL,Male,31,No,0,Waterford,95386,37.669516,-120.626964,0,1,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",-5,45.05,0,70,13.84,128.89,Churned,Dissatisfaction,"Network reliability",1
5698-BQJOH,Female,41,No,2,"Beverly Hills",90211,34.063947,-118.383001,0,9,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",94.4,857.25,0,0,244.89,1102.14,Churned,Price,"Price too high",1
5707-ORNDZ,Male,79,No,0,"Yuba City",95993,39.075694,-121.70606,0,9,"Offer E",Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",54.55,494.05,0,0,22.05,516.1,Churned,Dissatisfaction,"Network reliability",1
5708-EVONK,Female,37,Yes,0,Cassel,96016,40.936285,-121.572692,1,58,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",93.4,5435.6,0,0,211.7,5647.3,Churned,Other,"Don't know",1
5712-PTIWW,Male,46,No,0,Mcarthur,96056,41.10831,-121.360362,0,2,"Offer E",Yes,No,Yes,"Fiber Optic",No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.85,152.45,0,0,32.28,184.73,Churned,Dissatisfaction,"Service dissatisfaction",1
5729-KLZAR,Female,22,Yes,0,Sacramento,95817,38.550722,-121.457314,1,4,"Offer E",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,"Bank Withdrawal",80.85,302.75,0,40,177.12,519.87,Churned,Competitor,"Competitor had better devices",1
5747-PMBSQ,Male,72,Yes,0,"San Diego",92126,32.886925,-117.152162,1,10,None,Yes,No,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,"Credit Card",92.5,934.1,0,100,111.2,1145.3,Churned,Competitor,"Competitor made better offer",1
5748-RNCJT,Male,58,No,0,Sacramento,95820,38.53508,-121.444144,0,69,"Offer A",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",106.5,7348.8,0,0,1854.72,9203.52,Churned,Competitor,"Competitor offered higher download speeds",1
5759-RCVCB,Female,20,No,0,Orange,92869,33.792791,-117.789749,0,3,"Offer E",No,,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,"Credit Card",35.2,108.95,0,0,0,108.95,Churned,Competitor,"Competitor had better devices",1
5766-XQXMQ,Female,45,No,0,Princeton,95970,39.424957,-122.039307,0,29,None,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",68.85,1970.5,0,0,29.58,2000.08,Churned,Competitor,"Competitor made better offer",1
5766-ZJYBB,Male,52,No,0,Brisbane,94005,37.684694,-122.40712,0,1,None,Yes,No,No,,,,,,,,,,Month-to-Month,No,"Mailed Check",-8,19.4,0,0,3.14,22.54,Churned,Dissatisfaction,"Service dissatisfaction",1
5797-APWZC,Female,41,No,0,"San Francisco",94105,37.789168,-122.395009,0,1,"Offer E",Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",90.6,90.6,0,0,31.68,122.28,Churned,Competitor,"Competitor offered higher download speeds",1
5804-LEPIM,Female,74,No,0,"San Diego",92122,32.85723,-117.209774,0,2,"Offer E",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",70.35,139.05,0,0,26.34,165.39,Churned,Other,"Don't know",1
5813-UECBU,Male,78,No,0,Bridgeville,95526,40.372532,-123.525626,0,33,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",83.85,2716.3,0,0,1271.49,3987.79,Churned,Competitor,"Competitor made better offer",1
5828-AVIPD,Male,29,Yes,0,Sierraville,96126,39.559709,-120.345639,1,19,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",100.95,1875.55,0,0,112.67,1988.22,Churned,Dissatisfaction,"Poor expertise of online support",1
5832-XKAES,Male,56,No,0,Sierraville,96126,39.559709,-120.345639,0,2,"Offer E",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",69.8,134.7,0,0,75.44,210.14,Churned,Other,"Don't know",1
5834-ASPWA,Male,55,No,0,"San Diego",92117,32.825086,-117.199424,0,1,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.45,75.45,0,0,11.58,87.03,Churned,Competitor,"Competitor made better offer",1
5835-BEQEU,Male,44,No,0,Escondido,92027,33.141265,-116.967221,0,3,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",76.95,228.4,0,10,115.14,353.54,Churned,Competitor,"Competitor made better offer",1
5842-POCOP,Female,37,Yes,0,Randsburg,93554,35.405722,-117.773354,1,5,None,Yes,No,Yes,Cable,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Mailed Check",88.9,454.15,0,0,207.85,662,Churned,Competitor,"Competitor offered higher download speeds",1
5868-CZJDR,Male,41,No,0,Linden,95236,38.047746,-121.030499,0,1,"Offer E",No,,Yes,DSL,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,"Mailed Check",31.35,31.35,0,80,0,111.35,Churned,Attitude,"Attitude of service provider",1
5868-YWPDW,Male,76,Yes,0,"Sherman Oaks",91423,34.146957,-118.432138,1,6,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",84.2,519.15,0,0,242.64,761.79,Churned,Dissatisfaction,"Limited range of services",1
5875-YPQFJ,Male,51,No,0,Fremont,94555,37.555473,-122.080312,0,1,"Offer E",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.9,69.9,0,0,45.66,115.56,Churned,Competitor,"Competitor offered higher download speeds",1
5876-HZVZM,Female,55,Yes,3,"West Covina",91792,34.024405,-117.898722,1,6,"Offer E",Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",55.9,365.35,0,30,87.06,482.41,Churned,Attitude,"Attitude of service provider",1
5883-GTGVD,Male,54,No,0,Biola,93606,36.798882,-120.019511,0,19,"Offer D",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",99.95,1931.75,0,0,41.61,1973.36,Churned,Competitor,"Competitor had better devices",1
