customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Tenure_Bin
7198-GLXTC,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,No,Electronic check,79,143.65,Yes,0-20
3753-TSEMP,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,No,Electronic check,88.15,1390.6,Yes,0-20
6376-GAHQE,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,No,Electronic check,77.85,299.2,Yes,0-20
0345-HKJVM,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,No,Electronic check,89.3,577.6,Yes,0-20
7394-FKDNK,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,No,Electronic check,89.45,853.1,Yes,0-20
6110-OHIHY,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,No,Electronic check,79.25,267.6,Yes,0-20
7760-OYPDY,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,80.65,144.15,Yes,0-20
1658-BYGOY,Male,1,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,95.45,1752.55,Yes,0-20
8098-LLAZX,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,95.45,396.1,Yes,0-20
7563-BIUPC,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,80.6,415.55,Yes,0-20
2034-GDRCN,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,90.4,168.2,Yes,0-20
0259-GBZSH,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,85.65,181.5,Yes,0-20
1626-ERCMM,Male,1,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,94.55,1899.65,Yes,0-20
0236-HFWSV,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,93.35,1444.65,Yes,0-20
9231-ZJYAM,Female,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,78.85,292.8,Yes,0-20
3158-MOERK,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,96,174.8,Yes,0-20
1374-DMZUI,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,94.3,424.45,Yes,0-20
7851-WZEKY,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,95.15,196.9,Yes,0-20
4086-YQSNZ,Female,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,80.4,224.05,Yes,0-20
5565-FILXA,Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,96.15,1529.2,Yes,0-20
9134-CEQMF,Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,89.5,676.7,Yes,0-20
3372-KWFBM,Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,86.6,1281,Yes,0-20
7831-QGOXH,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,85.2,1553.9,Yes,0-20
1184-PJVDB,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,79.95,857.2,Yes,0-20
7943-RQCHR,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,94.75,889.9,Yes,0-20
3793-MMFUH,Female,1,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,95.05,1290,Yes,0-20
7249-WBIYX,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,85.6,813.85,Yes,0-20
7024-OHCCK,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,93.85,170.85,Yes,0-20
2660-EMUBI,Male,1,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,95.35,898.35,Yes,0-20
7156-MHUGY,Male,1,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,90.5,1201.15,Yes,0-20
5445-UTODQ,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,81.1,576.65,Yes,0-20
4514-GFCFI,Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,84.75,1350.15,Yes,0-20
9061-TIHDA,Male,1,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,95.25,1233.65,Yes,0-20
4529-CKBCL,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,80.2,146.05,Yes,0-20
7488-MXJIV,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,85.65,321.65,Yes,0-20
2205-YMZZJ,Male,1,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,84.8,546.95,Yes,0-20
8245-UMPYT,Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,96.4,1581.2,Yes,0-20
1724-BQUHA,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,89.5,477.7,Yes,0-20
2691-NZETQ,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,85.35,758.6,Yes,0-20
2672-HUYVI,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,91.1,455.3,Yes,0-20
7508-MYBOG,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,86.1,1235.55,Yes,0-20
0564-JJHGS,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,95.5,829.1,Yes,0-20
4626-GYCZP,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,93.85,635.6,Yes,0-20
7613-LLQFO,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,84.45,1059.55,Yes,0-20
6127-ISGTU,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,84.95,1378.25,Yes,0-20
5277-ZLOOR,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,85.55,187.45,Yes,0-20
6979-ZNSFF,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,87.05,762.1,Yes,0-20
5519-NPHVG,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,94.2,1046.1,Yes,0-20
7526-BEZQB,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,96.05,1148.1,Yes,0-20
4112-LUEIZ,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,89.5,863.1,Yes,0-20
5955-ERIHD,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,94.7,1687.95,Yes,0-20
8414-MYSHR,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,91.4,449.75,Yes,0-20
6331-EWIEB,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,85.25,1734.5,Yes,0-20
9057-SIHCH,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,96.6,291.9,Yes,0-20
4424-TKOPW,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,93.85,196.75,Yes,0-20
2959-MJHIC,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,80.35,307.4,Yes,0-20
1704-NRWYE,Female,1,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,80.85,751.65,Yes,0-20
9837-BMCLM,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,78.5,242.05,Yes,0-20
6161-UUUTA,Male,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,79.9,260.9,Yes,0-20
1678-FYZOW,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,79.4,244.65,Yes,0-20
2612-RRIDN,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,81,340.85,Yes,0-20
2982-VPSGI,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,94,1078.9,Yes,0-20
1981-INRFU,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,79.75,164.5,Yes,0-20
3049-SOLAY,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,95.2,292.85,Yes,0-20
9689-PTNPG,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,80.25,144.55,Yes,0-20
6437-UKHMV,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,79.7,586.05,Yes,0-20
9611-CTWIH,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,89.45,240.45,Yes,0-20
7228-OMTPN,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,88.45,370.65,Yes,0-20
7638-QVMVY,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,79,522.95,Yes,0-20
4548-SDBKE,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,85.2,474.8,Yes,0-20
5567-WSELE,Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,94.6,279.55,Yes,0-20
3727-RJMEO,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,82.85,460.25,Yes,0-20
8752-STIVR,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,79,303.15,Yes,0-20
2720-WGKHP,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,94,181.7,Yes,0-20
1925-TIBLE,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,86.5,582.5,Yes,0-20
1195-OIYEJ,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,91.1,1135.7,Yes,0-20
2990-HWIML,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,89.5,573.3,Yes,0-20
0195-IESCP,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,85.25,855.3,Yes,0-20
4952-YSOGZ,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,85.95,381.3,Yes,0-20
4750-ZRXIU,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,84.6,360.1,Yes,0-20
6941-PMGEP,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,80,412.5,Yes,0-20
9878-TNQGW,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,80.95,171.15,Yes,0-20
9897-KXHCM,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,80.3,250.05,Yes,0-20
2026-TGDHM,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,79.3,523.15,Yes,0-20
9391-EOYLI,Male,1,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,80.45,950.2,Yes,0-20
8593-WHYHV,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,85.3,264.8,Yes,0-20
6474-FVJLC,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,86,165.45,Yes,0-20
6689-TCZHQ,Female,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Monthly,No,Electronic check,78.95,378.4,Yes,0-20
8183-ONMXC,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Monthly,No,Electronic check,80.75,159.45,Yes,0-20
8086-OVPWV,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,80.2,181.1,Yes,0-20
8861-HGGKB,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,No,Electronic check,86.45,830.85,Yes,0-20
2737-YNGYW,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Monthly,No,Electronic check,80.55,184.1,Yes,0-20
8931-GJJIQ,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,83.3,803.3,Yes,0-20
8225-BTJAU,Male,1,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,79.25,793.55,Yes,0-20
1143-NMNQJ,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,85.7,169.8,Yes,0-20
7779-LGOVN,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,86.65,856.65,Yes,0-20
4210-QFJMF,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,79.15,317.25,Yes,0-20
8058-JMEQO,Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,84.45,762.5,Yes,0-20
0697-ZMSWS,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,85.65,338.9,Yes,0-20
8972-HJWNV,Female,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,84.55,646.85,Yes,0-20
4806-KEXQR,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,79.9,324.3,Yes,0-20
9965-YOKZB,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,83.85,790.15,Yes,0-20
5729-KLZAR,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Monthly,No,Electronic check,80.85,302.75,Yes,0-20
3247-ZVOUO,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,No,Electronic check,85.55,851.75,Yes,0-20
4713-LZDRV,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,79.6,195.05,Yes,0-20
6000-APYLU,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,80.8,713.1,Yes,0-20
8382-SHQEH,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,84.9,764.95,Yes,0-20
5940-NFXKV,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,83.65,1465.75,Yes,0-20
5228-EXCET,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,80.85,1008.7,Yes,0-20
0196-VULGZ,Female,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,84.35,474.9,Yes,0-20
4631-OACRM,Male,1,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,79.4,1156.1,Yes,0-20
5229-PRWKT,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,86.55,649.65,Yes,0-20
9102-IAYHT,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,85.45,1451.6,Yes,0-20
2642-DTVCO,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,85.05,746.5,Yes,0-20
5383-MMTWC,Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,84,613.4,Yes,0-20
6877-LGWXO,Male,1,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Monthly,No,Electronic check,78.55,1422.65,Yes,0-20
9185-TQCVP,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,85.15,1139.2,Yes,0-20
5889-LFOLL,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,84.6,1115.2,Yes,0-20
0872-NXJYS,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,79.55,723.4,Yes,0-20
9451-LPGOO,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,86.8,620.35,Yes,0-20
1564-NTYXF,Female,1,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,82,1127.2,Yes,0-20
9237-HQITU,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,70.7,151.65,Yes,0-20
6047-YHPVI,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,69.7,316.9,Yes,0-20
0404-SWRVG,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,74.4,229.55,Yes,0-20
9408-SSNVZ,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,70.15,268.35,Yes,0-20
4629-NRXKX,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,No,Electronic check,70.4,147.15,Yes,0-20
5804-LEPIM,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,70.35,139.05,Yes,0-20
0122-OAHPZ,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,73.85,511.25,Yes,0-20
5956-VKDTT,Female,1,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,74.35,334.8,Yes,0-20
7538-GWHML,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,No,Electronic check,69.65,145.15,Yes,0-20
7379-POKDZ,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,70.3,208.85,Yes,0-20
6993-OHLXR,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,No,Electronic check,68.95,119.75,Yes,0-20
9824-BEMCV,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,69,1149.65,Yes,0-20
1618-CFHME,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,75.9,143.35,Yes,0-20
5835-BEQEU,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,76.95,228.4,Yes,0-20
2568-BRGYX,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,70.2,237.95,Yes,0-20
4763-PGDPO,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,No,Electronic check,70.4,281,Yes,0-20
0529-ONKER,Male,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,No,Electronic check,75.65,1146.65,Yes,0-20
0330-IVZHA,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,No,Electronic check,69.95,330.15,Yes,0-20
2058-DCJBE,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,69.75,324.6,Yes,0-20
4547-LYTDD,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,No,Electronic check,72.65,1194.3,Yes,0-20
1024-VRZHF,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,74.95,825.7,Yes,0-20
0925-VYDLG,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,No,Electronic check,75.25,242,Yes,0-20
2482-CZGBB,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,70,740,Yes,0-20
8835-VSDSE,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,70.7,141.45,Yes,0-20
7576-OYWBN,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,76.05,231.8,Yes,0-20
5976-JCJRH,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,70.3,738.2,Yes,0-20
7341-LXCAF,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,74.65,301.4,Yes,0-20
0709-TVGUR,Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,74.55,622.9,Yes,0-20
3999-QGRJH,Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,69.7,560.85,Yes,0-20
5027-QPKTE,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,69.35,451.1,Yes,0-20
9685-WKZGT,Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,74.95,1036.75,Yes,0-20
3884-HCSWG,Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,70,1144.5,Yes,0-20
8185-UPYBR,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,75.5,438,Yes,0-20
8443-ZRDBZ,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,76.05,318.9,Yes,0-20
9306-CPCBC,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,74.25,210.3,Yes,0-20
7625-XCQRH,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,76.5,837.95,Yes,0-20
5276-KQWHG,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,69.6,131.65,Yes,0-20
1196-AMORA,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,No,Electronic check,73.6,520,Yes,0-20
4282-YMKNA,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,74.75,706.6,Yes,0-20
4229-CZMLL,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,74.9,469.8,Yes,0-20
3519-ZKXGG,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,75.85,256.6,Yes,0-20
7130-VTEWQ,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,75.75,606.25,Yes,0-20
6711-FLDFB,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,74.9,541.15,Yes,0-20
3750-CKVKH,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,67.75,116.65,Yes,0-20
7817-BOQPW,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,75.55,166.3,Yes,0-20
0722-TROQR,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,74.9,321.75,Yes,0-20
0637-KVDLV,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,76.5,162.45,Yes,0-20
2055-PDADH,Female,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,70.4,204.7,Yes,0-20
3721-CNEYS,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,70.95,137.95,Yes,0-20
1867-BDVFH,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,74.35,834.2,Yes,0-20
1602-IJQQE,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,No,Electronic check,75.35,338.1,Yes,0-20
8258-GSTJK,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,77,237.75,Yes,0-20
6168-WFVVF,Female,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Electronic check,70.3,235.5,Yes,0-20
